word,CEFR_level,pos
timeless,B2,adjective
timeliness,B2,noun
timely,B1,adjective
times,B2,preposition
timetable,A2,noun
timing,B2,noun
tin,B1,noun
tiny,B1,adjective
tip,A2,noun
tip,B2,verb
tiptoe,B2,verb
tire,B1,verb
tired,A1,adjective
tiredness,B2,noun
tiresome,B2,adjective
tiring,B1,adjective
tissue,B1,noun
title,A2,noun
to,A1,infinitive-to
to,A1,preposition
toast,A2,noun
tobacco,B1,noun
today,A1,adverb
today,A1,noun
toe,A2,noun
toenail,B2,noun
together,A1,adverb
toil,B2,verb
toilet,A1,noun
tolerant,B2,adjective
tolerate,B2,verb
toll,B2,noun
tomato,A1,noun
tomb,B2,noun
tomorrow,A1,adverb
tomorrow,A1,noun
ton,B2,noun
tone,A2,noun
tongue,B1,noun
tonight,A1,adverb
tonight,A2,noun
tonne,B2,noun
too,A1,adverb
tool,A1,noun
tooth,A1,noun
toothache,A2,noun
toothbrush,A2,noun
toothpaste,B1,noun
top,B1,adjective
top,A1,noun
topic,A1,noun
torch,B2,noun
tornado,B1,noun
tortoiseshell,B2,noun
torture,B2,verb
toss,B1,verb
total,B1,adjective
total,B1,noun
totally,B1,adverb
touch,A1,noun
touch,B1,verb
tough,B2,adjective
tour,A2,noun
tour,B1,verb
tour guide,A2,noun
tourism,B1,noun
tourist,A2,noun
tournament,B1,noun
toward/towards,A2,preposition
towel,A1,noun
tower,A1,noun
town,A1,noun
toxic,B2,adjective
toy,A1,noun
trace,B1,noun
trace,B2,verb
track,A2,noun
track,B2,verb
tracksuit,B1,noun
trade,A2,noun
trade,B2,verb
trader,B2,noun
tradition,A2,noun
traditional,A2,adjective
traditionally,B1,adverb
traffic,A2,noun
traffic jam,B1,noun
traffic light,A2,noun
tragedy,B1,noun
tragic,B1,adjective
trail,B1,noun
trail,B2,verb
trailer,B2,noun
train,A1,noun
train,A2,verb
trainee,B2,noun
trainer,B2,noun
training,A2,noun
trait,B2,noun
traitor,B2,noun
tram,A2,noun
tramp,B2,noun
trample,B2,noun
transcript,B2,noun
transfer,B2,noun
transfer,B1,verb
transform,B1,verb
transformation,B1,noun
transfusion,B2,noun
transient,B2,adjective
transistor,B2,noun
transition,B2,noun
transitional,B1,adjective
transitive,B2,adjective
translate,B1,verb
translation,B2,noun
translator,B2,noun
transmission,B2,noun
transmit,B2,verb
transparent,B2,adjective
transport,B1,noun
transport,B2,verb
transportation,B1,noun
trap,A2,noun
trash,B1,noun
travel,A2,noun
travel,A1,verb
travel agent,B1,noun
traveler/traveller,A2,noun
traverse,B2,noun
tray,B2,noun
tread,B2,verb
treasure,A2,noun
treat,B1,noun
treat,B2,verb
treatment,B1,noun
treaty,B2,noun
tree,A1,noun
trek,B2,noun
tremble,B1,verb
tremendous,B1,adjective
tremendously,B2,adverb
tremor,B2,noun
trend,B1,noun
trial,B2,noun
triangle,B2,noun
tribe,B2,noun
trick,A2,noun
trick,B2,verb
tricky,B2,adjective
trigger,B1,noun
trim,B1,noun
trio,B2,noun
trip,A1,noun
trip,B2,verb
triumph,B1,noun
trivial,B2,adjective
trolley,B2,noun
troop,B2,noun
trophy,B2,noun
tropic,B2,adjective
tropical,B1,adjective
trouble,A2,noun
trouble,B1,verb
troublesome,B2,adjective
trousers,A1,noun
truck,A1,noun
true,A1,adjective
truly,A2,adverb
trumpet,B1,noun
trunk,B2,noun
trust,B2,noun
trust,A2,verb
trustworthy,B1,adjective
trusty,B2,adjective
truth,A2,noun
truthful,B2,adjective
truthfulness,B2,noun
try,A1,noun
try,A2,verb
t-shirt/tee-shirt,A1,noun
tub,B2,noun
tube,A1,noun
tuberculosis,B2,noun
tuesday,A1,noun
tug,B2,noun
tuition,B2,noun
tulip,B2,noun
tumble,B1,verb
tumor/tumour,B2,noun
tuna,B1,noun
tune,A2,noun
tunnel,B2,noun
turbulence,B1,noun
turbulent,B2,adjective
turkey,A1,noun
turn,A1,noun
turn,A1,verb
turning,B1,noun
turtle,B1,noun
tutor,B2,noun
tv,A1,noun
twelve,A1,number
twenty,A1,number
twice,A2,adverb
twin,B1,noun
twinkle,B2,noun
twist,B1,noun
twist,B1,verb
twisted,B2,adjective
two,A1,number
type,A1,noun
type,B1,verb
typhoid,B2,noun
typical,B1,adjective
typically,B1,adverb
tyranny,B2,noun
tyrant,B2,noun
ugly,A1,adjective
ultimate,B2,adjective
ultimately,B2,adverb
umbrella,A1,noun
unable,B1,adjective
unacceptable,B2,adjective
unafraid,B1,adjective
unashamedly,B2,adverb
unattractive,B2,adjective
unauthorized/unauthorised,B2,adjective
unavailable,B2,adjective
unaware,B2,adjective
unbearable,B2,adjective
unbeatable,B2,adjective
unbelievable,B1,adjective
uncertain,A2,adjective
uncertainty,B1,noun
unchanged,B2,adjective
uncharacteristic,B2,adjective
uncle,A1,noun
unclear,B1,adjective
unclearly,B2,adverb
uncomfortable,A2,adjective
uncomfortably,B2,adverb
uncommon,B2,adjective
unconcerned,B2,adjective
unconscious,B2,adjective
uncontrollable,B1,adjective
uncover,B1,verb
under,A1,preposition
underage,B1,adjective
underestimate,B2,verb
undergo,B1,verb
undergraduate,B2,noun
underground,B2,adjective
underground,B2,adverb
underline,A1,noun
underline,B1,verb
underneath,B2,adverb
underneath,B1,preposition
underpants,B1,noun
undersea,B2,adjective
understand,A2,verb
understandable,B2,adjective
understanding,B2,adjective
understanding,B2,noun
undertake,B2,verb
underwater,A2,adjective
underwater,B2,adverb
underwear,B2,noun
undo,B1,verb
undoubtedly,B2,adverb
undreamed,B2,adjective
undress,B1,verb
undressed,B2,adjective
unease,B2,noun
uneasily,B2,adverb
uneasy,A2,adjective
unemployed,B1,adjective
unemployment,B1,noun
unenthusiastic,B2,adjective
uneven,B2,adjective
unexpected,B1,adjective
unexpectedly,B1,adverb
unfair,A2,adjective
unfairly,B1,adverb
unfamiliar,B2,adjective
unfashionable,B2,adjective
unfit,B1,adjective
unfold,B1,verb
unforeseen,B2,adjective
unforgettable,A2,adjective
unfortunate,B1,adjective
unfortunately,A2,adverb
unfriendly,B1,adjective
ungodly,B2,adjective
unhappiness,B2,noun
unhappy,A2,adjective
unhealthy,A2,adjective
unheard,B1,adjective
unhelpful,B2,adjective
uniform,A2,adjective
uniform,A2,noun
unify,B1,verb
unimaginable,B2,adjective
unimaginably,B2,adverb
unimportant,A2,adjective
uninterested,B1,adjective
uninteresting,B1,adjective
union,B1,noun
unique,B1,adjective
unit,A2,noun
unite,B1,verb
united,B2,adjective
universal,B2,adjective
universe,B1,noun
university,A2,noun
unjustly,B2,adverb
unkind,B2,adjective
unknown,A2,adjective
unless,B1,conjunction
unlike,A2,adjective
unlike,B2,preposition
unlikely,B1,adjective
unlimited,B2,adjective
unload,B2,verb
unlock,B2,verb
unlucky,B1,adjective
unmistakable,B2,adjective
unmistakably,B2,adverb
unnatural,B2,adjective
unnecessary,A2,adjective
unofficial,B2,adjective
unpack,B1,verb
unpleasant,A2,adjective
unpopular,B2,adjective
unpredictable,B1,adjective
unrealistic,B2,adjective
unreasonable,B2,adjective
unrelated,B1,adjective
unreliable,B2,adjective
unrest,B2,noun
unsafe,B2,adjective
unsatisfactory,B2,adjective
unselfish,B2,adjective
unstoppable,B2,adjective
unsuccessful,B2,adjective
unsuitable,B2,adjective
unsure,B2,adjective
untalented,B2,adjective
unthinkably,B2,adverb
untidy,B1,adjective
untie,B2,verb
until,B1,conjunction
until,A1,preposition
unto,B2,preposition
untreated,B2,adjective
untrimmed,B2,adjective
unusual,A2,adjective
unusually,B1,adverb
unusualness,B2,noun
unwanted,B1,adjective
unwell,B1,adjective
unwilling,B2,adjective
unwise,B2,adjective
unworldly,B2,adjective
up,A2,adverb
up,A1,preposition
upbringing,B2,noun
update,B2,noun
update,B1,verb
upgrade,B2,noun
upgrade,B2,verb
uplifted,B1,adjective
upload,B1,verb
upon,A2,preposition
upper,B1,adjective
upright,B2,adjective
upright,B2,adverb
upset,A2,adjective
upset,B2,verb
upside down,B2,adjective
upside down,B2,adverb
upstairs,B1,adjective
upstairs,A2,adverb
upstairs,B1,noun
up-to-date,B1,adjective
upward,B1,adjective
urban,B2,adjective
urge,B1,noun
urge,B2,verb
urgent,B1,adjective
urgently,B2,adverb
us,A1,pronoun
usage,B1,noun
use,A2,noun
use,A1,verb
used,A2,adjective
used to,B1,modal auxiliary
useful,A2,adjective
useless,B1,adjective
user,B2,noun
usher,B2,verb
usual,A2,adjective
usually,A1,adverb
utility,B2,noun
utilize/utilise,B2,verb
utter,B2,verb
utterly,B2,adverb
vacancy,B1,noun
vacant,B2,adjective
vacation,A1,noun
vaccine,B2,noun
vague,B1,adjective
vain,B1,adjective
valentine,B2,noun
valid,B2,adjective
valley,A2,noun
valuable,B1,adjective
value,A2,noun
value,B2,verb
van,B1,noun
vanish,B2,verb
vanity,B2,noun
variation,B2,noun
varied,B2,adjective
variety,B1,noun
various,B1,adjective
vary,B1,verb
vase,A1,noun
vast,B1,adjective
vegetable,A1,noun
vegetarian,B1,adjective
vegetarian,B1,noun
vehicle,B1,noun
vein,B1,noun
venture,B2,noun
venue,B2,noun
verb,A2,noun
verbal,B2,adjective
verbally,B2,adverb
verse,B2,noun
verse,B2,verb
version,B2,noun
versus,B2,preposition
very,B2,adjective
very,A1,adverb
vessel,B1,noun
vet,B1,noun
veteran,B2,noun
via,B1,preposition
vibrate,B2,verb
vibration,B2,noun
vice,B1,adjective
vice president,B1,noun
victim,B1,noun
victory,B1,noun
video,A1,noun
video clip,B1,noun
video game,A2,noun
view,A2,noun
view,B1,verb
viewer,B2,noun
viewpoint,B1,noun
vigor/vigour,B2,noun
vigorous,B2,adjective
vigorously,B2,adverb
villa,B2,noun
village,A2,noun
villager,B2,noun
vinegar,B2,noun
violate,B2,verb
violence,B1,noun
violent,A2,adjective
violently,B1,adverb
violin,A2,noun
virtual,B1,adjective
virtual reality,B2,noun
virtually,B2,adverb
virtue,B2,noun
virus,B1,noun
visa,B1,noun
visible,B1,adjective
visibly,B2,adverb
vision,B1,noun
visit,A1,noun
visit,A1,verb
visitor,A2,noun
visual,B1,adjective
visually,B1,adverb
vital,B2,adjective
vitamin,B2,noun
vivid,B1,adjective
vividly,B1,adverb
vocabulary,A2,noun
vocalist,B2,noun
voice,A2,noun
volcano,B1,noun
volleyball,A1,noun
volume,B1,noun
volunteer,B2,noun
volunteer,B1,verb
vomit,B2,noun
vote,A1,noun
vote,B1,verb
voter,B2,noun
vow,B2,noun
vowel,B1,noun
voyage,B1,noun
wage,B2,noun
wagon/waggon,B1,noun
waist,B2,noun
waistcoat,B2,noun
wait,B2,noun
wait,A1,verb
waiter,A1,noun
waitress,A1,noun
wake,A1,noun
wake,B1,verb
walk,A1,noun
walk,A1,verb
walkabout,B2,noun
walker,B2,noun
walking,A2,noun
wall,A1,noun
wallboard,B2,noun
wallet,A2,noun
walnut,B2,noun
wander,A2,verb
want,B2,noun
want,A1,verb
war,A1,noun
ward,B1,noun
wardrobe,B1,noun
warm,A1,adjective
warm,B1,verb
warmly,B1,adverb
warmth,B1,noun
warn,B1,verb
warning,B1,noun
warranty,B1,noun
warrior,B1,noun
warship,B2,noun
wartime,B2,noun
was,A1,be-verb
wash,A1,noun
wash,A1,verb
washbowl,B1,noun
washing machine,A2,noun
washing-up,A2,noun
wasp,B2,noun
waste,B1,adjective
waste,B1,noun
waste,B1,verb
wasteful,B1,adjective
watch,A1,noun
watch,A1,verb
water,A1,noun
water,B2,verb
waterfall,B1,noun
waterproof,B2,adjective
wave,A2,noun
wave,B1,verb
wax,B1,noun
wax,B1,verb
way,A1,noun
we,A1,pronoun
weak,A2,adjective
weaken,B2,verb
weakly,B2,adverb
weakness,B1,noun
wealth,A2,noun
wealthy,B2,adjective
weapon,B1,noun
wear,A1,verb
wearisome,B2,adjective
weary,B2,adjective
weather,A1,noun
weather forecast,B1,noun
weave,B2,noun
web,A2,noun
web page,A2,noun
webcam,B1,noun
website,A2,noun
wed,B2,verb
wedding,A2,noun
wednesday,A1,noun
weed,B2,noun
week,A1,noun
weekday,A2,noun
weekend,A1,noun
weekly,A2,adjective
weekly,A2,adverb
weep,A2,noun
weigh,A2,verb
weight,A2,noun
weird,B1,adjective
welcome,B1,adjective
welcome,A1,interjection
welcome,B2,noun
welcome,A1,verb
welfare,B2,noun
well,A1,adjective
well,A1,adverb
well-balanced,B2,adjective
well-built,B2,adjective
well-dressed,B1,adjective
well-known,A2,adjective
well-organized/well-organised,B2,adjective
well-paid,B2,adjective
were,A1,be-verb
west,A2,adjective
west,A2,adverb
west,A2,noun
western,B2,adjective
westward/westwards,B1,adverb
wet,A2,adjective
wetland,B1,noun
whale,B1,noun
what,A1,determiner
what,A1,pronoun
whatever,A2,determiner
whatever,B1,pronoun
wheat,B2,noun
wheel,A1,noun
wheelchair,A2,noun
when,A1,adverb
when,A1,conjunction
whenever,B1,adverb
whenever,B1,conjunction
where,A1,adverb
where,A1,conjunction
whereas,B2,conjunction
wherever,B1,conjunction
whether,B1,conjunction
which,A1,determiner
which,A1,pronoun
whichever,B1,determiner
whichever,B2,pronoun
while,A2,conjunction
while,B1,noun
whip,B2,verb
whiskey/whisky,B2,noun
whisper,B1,noun
whisper,B2,verb
whistle,B1,noun
whistle,B2,verb
white,A1,adjective
white,A1,noun
who,A1,pronoun
whoever,B1,pronoun
whole,A2,adjective
whole,B1,noun
whom,A2,pronoun
whose,A1,determiner
whose,A1,pronoun
why,A1,adverb
wide,A2,adjective
wide,A2,adverb
widely,A2,adverb
widen,B2,verb
widespread,B1,adjective
widow,B2,noun
width,B2,noun
wife,A1,noun
wild,A2,adjective
wilderness,B2,noun
wildlife,B1,noun
wildly,B1,adverb
will,A1,modal auxiliary
will,B2,noun
willing,B2,adjective
willingly,B2,adverb
willingness,B1,noun
win,B2,noun
win,A1,verb
wind,A1,noun
wind,B2,verb
winding,B2,adjective
window,A1,noun
windscreen,B1,noun
windshield,B2,noun
windsurfing,B1,noun
windy,A2,adjective
wine,A2,noun
wing,B1,noun
wink,B2,noun
winner,A2,noun
winter,A1,noun
wipe,B2,verb
wire,B1,noun
wire,B2,verb
wisdom,A2,noun
wise,A2,adjective
wish,A1,noun
wish,A2,verb
wit,B2,noun
with,A1,preposition
withdraw,B2,verb
withdrawal,B2,noun
wither,B1,verb
within,A2,preposition
without,A2,preposition
witness,B2,noun
witness,B1,verb
witty,B2,adjective
wizard,B1,adjective
wolf,B2,noun
woman,A1,noun
wonder,B1,noun
wonder,A2,verb
wonderful,A1,adjective
wondrous,B2,adjective
wood,A2,noun
woodcarving,B2,noun
wooden,A2,adjective
wool,A2,noun
word,A1,noun
wordlessly,B2,adverb
work,A1,noun
work,A1,verb
workaholic,B2,adjective
workbench,B2,noun
worker,A1,noun
working,B1,adjective
workman,B2,noun
workout,B1,noun
workplace,B1,noun
workshop,B1,noun
worktable,B2,noun
world,A1,noun
worldly,B2,adjective
worldview,B2,noun
worldwide,B2,adjective
worldwide,A2,adverb
worm,B2,noun
worn,B1,adjective
wornout/worn out/worn-out,B2,adjective
worried,A2,adjective
worry,A1,noun
worry,A2,verb
worrying,B2,adjective
worse,A2,adjective
worse,A2,adverb
worse,B2,noun
worsen,B2,verb
worship,B2,noun
worst,A2,adjective
worst,B2,adverb
worst,B1,noun
worth,B1,adjective
worthless,B2,adjective
worthwhile,B1,adjective
worthy,B1,adjective
would,A1,modal auxiliary
wound,B1,noun
wound,B2,verb
wrap,B1,noun
wrap,B1,verb
wrapping,B1,noun
wreck,B2,noun
wrist,B1,noun
wristwatch,B1,noun
write,A1,verb
writer,A1,noun
writing,A2,noun
written,B1,adjective
wrong,A1,adjective
wrong,A2,adverb
wrongly,B2,adverb
x-ray,B2,noun
yacht,B2,noun
yard,A1,noun
yawn,B2,noun
yawn,B2,verb
yeah,A2,adverb
year,A1,noun
yearn,B2,verb
yell,B1,noun
yell,B2,verb
yellow,A1,adjective
yellow,A1,noun
yes,A1,adverb
yesterday,A1,adverb
yet,A1,adverb
yet,B1,conjunction
yield,B2,verb
yoga,B1,noun
yogurt/yoghurt/yoghourt,A1,noun
you,A1,pronoun
young,A1,adjective
your,A1,determiner
yours,A1,pronoun
yourself,A1,pronoun
youth,A2,noun
youthful,B2,adjective
yummy,B2,adjective
zebra,B2,noun
zip,B2,noun
zone,A2,noun
zoo,A1,noun
zoom,B2,noun
